Ticker,Name,Exchange,exchangeDisplay,Type,TypeDisplay
BTOW3.SA,B2W - Companhia Digital,SAO,Sao Paolo,S,Equity
BTON.JK,PT Betonjaya Manunggal Tbk,YHD,Industry,S,Equity
^SGIXDSBT,SGI Daily Double Short BTP,SNP,SNP,I,Index
^SGIXDLBT,SGI 3 Daily Leveraged BTP,SNP,SNP,I,Index
BTPIX,Salient Tactical Plus Fund Class F,NAS,NASDAQ,M,Fund
BTPS.JK,PT Bank Tabungan Pensiunan Nasional Syariah Tbk,JKT,Jakarta,S,Equity
BTPN.JK,PT Bank BTPN Tbk,JKT,Jakarta,S,Equity
BTP2S.MI,Lyxor BTP Daily (-2x) Inverse UCITS ETF Acc,MIL,Milan,E,ETF
BTP10.MI,Lyxor Index Fund - Lyxor Euromts 10Y Italy BTP Government Bond (DR) UCITS ETF,MIL,Milan,E,ETF
BTP.SI,Baker Technology Limited,YHD,Industry,S,Equity
BTPS.PA,Lyxor BTP Daily (-2x) Inverse UCITS ETF Acc,PAR,Paris,E,ETF
5BTS.MI,WisdomTree BTP 10Y 5x Daily Short,YHD,Industry,E,ETF
BTQ.DE,BT Group plc,GER,XETRA,S,Equity
BTQ.F,BT Group plc,FRA,Frankfurt,S,Equity
BTQ.BE,BT GROUP PLC  LS 0.05,BER,Berlin,S,Equity
BTQ.HM,BT GROUP PLC  LS 0.05,HAM,Hamburg,S,Equity
BTQ.SG,BT GROUP PLC Registered Shares ,STU,Stuttgart,S,Equity
BTQ.MU,BT GROUP PLC  LS 0.05,MUN,Munich,S,Equity
BTQ.HA,BT GROUP PLC  LS 0.05,HAN,Hanover,S,Equity
BTQ.DU,BT GROUP PLC  LS 0.05,DUS,Dusseldorf Stock Exchange,S,Equity
BTRPX,BMO Funds - BMO Target Retirement 2040 Fund,NAS,NASDAQ,M,Fund
BTRLX,BMO Funds - BMO Target Retirement 2030 Fund,NAS,NASDAQ,M,Fund
BTRMX,BMO Funds - BMO Target Retirement 2040 Fund,NAS,NASDAQ,M,Fund
BTRGX,BMO Funds - BMO Target Retirement 2020 Fund,NAS,NASDAQ,M,Fund
BTRDX,BMO Funds - BMO Target Retirement 2020 Fund,NAS,NASDAQ,M,Fund
BTRTX,"BMO Funds, Inc. -  BMO In-Retirement Fund",NAS,NASDAQ,M,Fund
BTRRX,"BMO Funds, Inc. -  BMO In-Retirement Fund",NAS,NASDAQ,M,Fund
BTRZX,BMO Funds - BMO Target Retirement 2050 Fund,NAS,NASDAQ,M,Fund
BTRKX,BMO Funds - BMO Target Retirement 2030 Fund,NAS,NASDAQ,M,Fund
BTRWX,BMO Funds - BMO Target Retirement 2050 Fund,NAS,NASDAQ,M,Fund
^BTS,BIOTECHNOLOGY INDEX FINAL SETTL,NYS,NYSE,I,Index
BTSDF,Health and Happiness (H&H) International Holdings Limited,PNK,OTC Markets,S,Equity
BTSMX,Boston Trust SMID Cap Fund,NAS,NASDAQ,M,Fund
BTSAX,Northern Lights Fund Trust - BTS Bond Asset Allocation Fund,NAS,NASDAQ,M,Fund
BGPBF,BTS Group AB (publ),PNK,OTC Markets,S,Equity
BTTRX,American Century Zero Coupon 2025 Fund Investor Class,NAS,NASDAQ,M,Fund
BTTTX,American Century Zero Coupon 2020 Fund Investor Class,NAS,NASDAQ,M,Fund
BTTR,Better Choice Company Inc.,PNK,OTC Markets,S,Equity
BTTUF,BetterU Education Corp.,PNK,OTC Markets,S,Equity
BTT.V,Bitterroot Resources Ltd.,VAN,CDNX,S,Equity
BTTL3.SA,Battistella Administracao e Participacoes S.A.,SAO,Sao Paolo,S,Equity
BTTL.BO,Bhilwara Technical Textiles Limited,BSE,Bombay,S,Equity
BTUMF,BTU Metals Corp.,PNK,OTC Markets,S,Equity
BTU.V,BTU Metals Corp.,VAN,CDNX,S,Equity
BTU.SG,GTG Dienstleistungsgruppe AG,STU,Stuttgart,S,Equity
BTU.DU,GTG DIENSTLEIST. AG O.N.,DUS,Dusseldorf Stock Exchange,S,Equity
BTU.SN,PEABODY ENERGY CO,SGO,Santiago Stock Exchange,S,Equity
NEXAM-BTU.ST,Nexam Chemical Holding AB BTU,STO,Stockholm,S,Equity
MAXF-BTU.ST,MaxFASTIGHETER i Sverige AB BTU,STO,Stockholm,S,Equity
BTU200717C00009000,BTU Jul 2020 call 9.000,OPR,OPR,O,Option
BTVCY,Britvic plc,PNK,OTC Markets,S,Equity
BTVCF,Britvic plc,PNK,OTC Markets,S,Equity
BTV.V,BlueRush Inc.,VAN,CDNX,S,Equity
BTV.VI,Bank fur Tirol und Vorarlberg AG,VIE,Vienna,S,Equity
AT0000A1TVU2.VI,BTV 31,VIE,Vienna,M,Fund
AT0000A1QCS2.VI,BTV 27,VIE,Vienna,M,Fund
AT0000A1E895.VI,BTV Veranlagung,VIE,Vienna,M,Fund
AT0000A250D7.VI,BTV 32,VIE,Vienna,M,Fund
AT0000A1X4B6.VI,BTV 23,VIE,Vienna,M,Fund
AT0000766043.VI,BTV 1,VIE,Vienna,M,Fund
BTW.BK,BT Wealth Industries Public Company Limited,SET,SET,S,Equity
BTW.F,"Brown & Brown, Inc.",FRA,Frankfurt,S,Equity
BTW.BE,"BROWN + BROWN  DL-,10",BER,Berlin,S,Equity
BTW-R.BK,BT Wealth Industries Public Company Limited,SET,SET,S,Equity
BTX.SI,Anchun International Holdings Ltd.,YHD,Industry,S,Equity
BTX.VI,Bulgarian Traded Index in USD,VIE,Vienna,I,Index
BTYS,iPath Series B US Treasury 10-year Bear ETN,NYQ,NYSE,E,ETF
^BTYS-IV,^BTYS-IV,ASE,NYSE MKT,I,Index
BT09Z.NX,BT09Z.NX,ENX,Euronext,S,Equity
BT1.SG,Bone Therapeutics S.A. Actions ,STU,Stuttgart,S,Equity
BT1.F,Bone Therapeutics SA,FRA,Frankfurt,S,Equity
BT19Z.NX,BT19Z.NX,ENX,Euronext,S,Equity
BT17Z.NX,BT17Z.NX,ENX,Euronext,S,Equity
BT16Z.NX,BT16Z.NX,ENX,Euronext,S,Equity
BT15Z.NX,BT15Z.NX,ENX,Euronext,S,Equity
BT14Z.NX,BT14Z.NX,ENX,Euronext,S,Equity
BT13Z.NX,BT13Z.NX,ENX,Euronext,S,Equity
BT12Z.NX,BT12Z.NX,ENX,Euronext,S,Equity
BT2A.HM,BANTLEON OP.-BANT.OP.S PT,HAM,Hamburg,E,ETF
BT2J.HM,BANTLEON OP.-BANT.OP.S IA,HAM,Hamburg,E,ETF
BT2H.MU,BANTL.ANLEI.-BAN.RET.PA,MUN,Munich,E,ETF
BT2E.DU,BANTL.ANLEI.-BANT.YLD PA,DUS,Dusseldorf Stock Exchange,E,ETF
BT21Z.NX,BT21Z.NX,ENX,Euronext,S,Equity
BT2D.F,BANTLEON OP.-BANT.OP.L PA,FRA,Frankfurt,E,ETF
BT2C.SG,BANTLEON OPPORTUNITIES L-PT,STU,Stuttgart,M,Fund
BT2C.MU,BANTLEON OP.-BANT.OP.L PT,MUN,Munich,E,ETF
BT2C.HM,BANTLEON OP.-BANT.OP.L PT,HAM,Hamburg,E,ETF
BT2C.F,BANTLEON OP.-BANT.OP.L PT,FRA,Frankfurt,E,ETF
BT3.F,"Lineage Cell Therapeutics, Inc.",FRA,Frankfurt,S,Equity
BT3.BE,LINEAGE CELL THERAP.,BER,Berlin,S,Equity
BT39S.NX,BT39S.NX,ENX,Euronext,S,Equity
BT38Z.NX,BT38Z.NX,ENX,Euronext,S,Equity
BT38S.NX,BT38S.NX,ENX,Euronext,S,Equity
BT37S.NX,BT37S.NX,ENX,Euronext,S,Equity
BT36Z.NX,BT36Z.NX,ENX,Euronext,S,Equity
BT36S.NX,BT36S.NX,ENX,Euronext,S,Equity
BT35Z.NX,BT35Z.NX,ENX,Euronext,S,Equity
BT34Z.NX,BT34Z.NX,ENX,Euronext,S,Equity
0P00017QZB.TO,Sentry Growth & Income Portfolio Series BT4,YHD,Industry,M,Fund
BT49S.NX,BT49S.NX,ENX,Euronext,S,Equity
BT48S.NX,BT48S.NX,ENX,Euronext,S,Equity
BT47Z.NX,BT47Z.NX,ENX,Euronext,S,Equity
BT46Z.NX,BT46Z.NX,ENX,Euronext,S,Equity
BT45Z.NX,BT45Z.NX,ENX,Euronext,S,Equity
BT45S.NX,BT45S.NX,ENX,Euronext,S,Equity
BT44Z.NX,BT44Z.NX,ENX,Euronext,S,Equity
BT44S.NX,BT44S.NX,ENX,Euronext,S,Equity
BT43Z.NX,BT43Z.NX,ENX,Euronext,S,Equity
BT59Z.NX,BT59Z.NX,ENX,Euronext,S,Equity
BT59S.NX,BT59S.NX,ENX,Euronext,S,Equity
BT58Z.NX,BT58Z.NX,ENX,Euronext,S,Equity
BT58S.NX,BT58S.NX,ENX,Euronext,S,Equity
BT57Z.NX,BT57Z.NX,ENX,Euronext,S,Equity
BT57S.NX,BT57S.NX,ENX,Euronext,S,Equity
BT56Z.NX,BT56Z.NX,ENX,Euronext,S,Equity
BT56S.NX,BT56S.NX,ENX,Euronext,S,Equity
BT55Z.NX,BT55Z.NX,ENX,Euronext,S,Equity
BT55S.NX,BT55S.NX,ENX,Euronext,S,Equity
BT6.SG,Bitauto Holdings Ltd. Reg.Shs (,STU,Stuttgart,S,Equity
BT6.MU,BITAUTO HDGS LTD SP.ADR 1,MUN,Munich,S,Equity
BT6.F,Bitauto Holdings Limited,FRA,Frankfurt,S,Equity
BT6.BE,BITAUTO HDGS LTD SP.ADR 1,BER,Berlin,S,Equity
BT69S.NX,BT69S.NX,ENX,Euronext,S,Equity
BT68Z.NX,BT68Z.NX,ENX,Euronext,S,Equity
BT68S.NX,BT68S.NX,ENX,Euronext,S,Equity
BT67S.NX,BT67S.NX,ENX,Euronext,S,Equity
BT66S.NX,BT66S.NX,ENX,Euronext,S,Equity
BT65S.NX,BT65S.NX,ENX,Euronext,S,Equity
BT79Z.NX,BT79Z.NX,ENX,Euronext,S,Equity
BT77Z.NX,BT77Z.NX,ENX,Euronext,S,Equity
BT77S.NX,BT77S.NX,ENX,Euronext,S,Equity
BT76Z.NX,BT76Z.NX,ENX,Euronext,S,Equity
BT76S.NX,BT76S.NX,ENX,Euronext,S,Equity
BT75Z.NX,BT75Z.NX,ENX,Euronext,S,Equity
BT75S.NX,BT75S.NX,ENX,Euronext,S,Equity
BT74Z.NX,BT74Z.NX,ENX,Euronext,S,Equity
BT74S.NX,BT74S.NX,ENX,Euronext,S,Equity
BT73Z.NX,BT73Z.NX,ENX,Euronext,S,Equity
0P00017QZE.TO,CI North American Dividend Fund BT8,YHD,Industry,M,Fund
BT81.SG,Powerhouse Energy Group PLC Reg,STU,Stuttgart,S,Equity
BT81.MU,POWERHOUSE ENER.GR.LS-005,MUN,Munich,S,Equity
BT81.F,PowerHouse Energy Group plc,FRA,Frankfurt,S,Equity
0P00017QZ7.TO,Signature Global REIT Fund BT8,YHD,Industry,M,Fund
BT89Z.NX,BT89Z.NX,ENX,Euronext,S,Equity
BT89S.NX,BT89S.NX,ENX,Euronext,S,Equity
BT88Z.NX,BT88Z.NX,ENX,Euronext,S,Equity
BT88S.NX,BT88S.NX,ENX,Euronext,S,Equity
BT87Z.NX,BT87Z.NX,ENX,Euronext,S,Equity
BT99Z.NX,BT99Z.NX,ENX,Euronext,S,Equity
BT99S.NX,BT99S.NX,ENX,Euronext,S,Equity
BT98Z.NX,BT98Z.NX,ENX,Euronext,S,Equity
BT98S.NX,BT98S.NX,ENX,Euronext,S,Equity
BT97Z.NX,BT97Z.NX,ENX,Euronext,S,Equity
BT97S.NX,BT97S.NX,ENX,Euronext,S,Equity
BT96Z.NX,BT96Z.NX,ENX,Euronext,S,Equity
BT95Z.NX,BT95Z.NX,ENX,Euronext,S,Equity
BT95S.NX,BT95S.NX,ENX,Euronext,S,Equity
BT94Z.NX,BT94Z.NX,ENX,Euronext,S,Equity
BT.MX,BMBRART,MEX,Mexico,I,Index
^BUAGDAT,BBGAgriHD AUDT,WCB,Chicago Board Options Exchange,I,Index
^BUAGDP3,BBGAgHD GBP F3,WCB,Chicago Board Options Exchange,I,Index
^BUAGDE,BBG AgriHD EUR,WCB,Chicago Board Options Exchange,I,Index
^BUAGHET,BBG Ag Sub EU HBG TR,WCB,Chicago Board Options Exchange,I,Index
^BUALDF,BBGAluSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUAGDP,BBG AgriHD GBP,WCB,Chicago Board Options Exchange,I,Index
^BUAGDF,BBGAgrSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUAGDF3T,BBGAgrSI3MFwdCHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUAGDE3T,BBGAgHD EURF3T,WCB,Chicago Board Options Exchange,I,Index
^BUAGDPT,BBGAgriHD GBPT,WCB,Chicago Board Options Exchange,I,Index
BUBIX,Baird Ultra Short Bond Fund Institutional Class,NAS,NASDAQ,M,Fund
BUBSX,Baird Ultra Short Bond Fund Investor Class,NAS,NASDAQ,M,Fund
BUB.AX,Bubs Australia Limited,ASX,Australian,S,Equity
BUBL.ST,Bublar Group AB (publ),STO,Stockholm,S,Equity
3MB.F,BUBLAR GROUP AB (PUBL),FRA,Frankfurt,S,Equity
23O.F,Bubs Australia Limited,FRA,Frankfurt,S,Equity
3MB.BE,BUBLAR GROUP AB (PUBL),BER,Berlin,S,Equity
014470.KQ,"Bubang Co., Ltd.",KOE,KOSDAQ,S,Equity
SBUM,"Silver Buckle Mines, Inc.",PNK,OTC Markets,S,Equity
^BUCOHET,BBG BC Sub EU HBG TR,WCB,Chicago Board Options Exchange,I,Index
BUCGX,CBOE Vest S&P 500 Buffer Strategy Fund Class C Shares,NAS,NASDAQ,M,Fund
^BUCLLHET,Bloomberg Commodity WTI Crude O,WCB,Chicago Board Options Exchange,I,Index
^BUCLDA,BBG WTIHD AUD,WCB,Chicago Board Options Exchange,I,Index
^BUCCDFT,BBGCocSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUCNDA,BBG CrnHD AUD,WCB,Chicago Board Options Exchange,I,Index
CAR,"Avis Budget Group, Inc.",NMS,NASDAQ,S,Equity
BUDZ,"WEED, Inc.",PNK,OTC Markets,S,Equity
BUDFF,Anheuser-Busch InBev SA/NV,PNK,OTC Markets,S,Equity
NOBDF,North Bud Farms Inc.,PNK,OTC Markets,S,Equity
RIGH,"Bud Genius, Inc.",PNK,OTC Markets,S,Equity
BUDT,"Budding Times, Inc.",PNK,OTC Markets,S,Equity
POTTF,Buddy Technologies Limited,PNK,OTC Markets,S,Equity
^BUENDF3T,BBGEnrgSI3MFwdCHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUENDFT,BBGEnrgSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUENDP,BBG EneHD GBP,WCB,Chicago Board Options Exchange,I,Index
^BUENDPT,BBG EneHD GBPT,WCB,Chicago Board Options Exchange,I,Index
^BUENDP3,BBGEnHD GBP F3,WCB,Chicago Board Options Exchange,I,Index
^BUENDF3,BBGEnrgSI3MFwdCHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUENDAT,BBG EneHD AUDT,WCB,Chicago Board Options Exchange,I,Index
^BUENDF,BBGEnrgSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUENDA,BBG EneHD AUD,WCB,Chicago Board Options Exchange,I,Index
BUFTX,Buffalo Discovery Fund,NAS,NASDAQ,M,Fund
BUFBX,Buffalo Flexible Income Fund,NAS,NASDAQ,M,Fund
DFEB,FT Cboe Vest U.S. Equity Deep Buffer ETF - February,NYQ,NYSE,E,ETF
DAUG,FT Cboe Vest U.S. Equity Deep Buffer ETF - August,NYQ,NYSE,E,ETF
BUFSX,Buffalo Small Cap Fund,NAS,NASDAQ,M,Fund
STRZ,"Star Buffet, Inc.",PNK,OTC Markets,S,Equity
POCT,Innovator S&P 500 Power Buffer ETF - October,ASE,NYSE MKT,E,ETF
BUG,Global X Cybersecurity ETF,NGM,NASDAQ,E,ETF
^JHUI,NYSE ARCA JUNIOR GOLD BUGS INDE,NYS,NYSE,I,Index
BUGDF,Bumrungrad Hospital Public Company Limited,PNK,OTC Markets,S,Equity
^HUV,GOLD BUGS INDEX FINAL SETTLEMEN,NYS,NYSE,I,Index
^HUITR,NYSE Arca Gold BUGS Total Retur,NYS,NYSE,I,Index
^BUGCDA,BBG GldHD AUD,WCB,Chicago Board Options Exchange,I,Index
^BUGCDFT,BBG GldHD CHFT,WCB,Chicago Board Options Exchange,I,Index
^BUGCLHF,Bloomberg Commodity Gold 2X Lev,WCB,Chicago Board Options Exchange,I,Index
BUHPF,Bumrungrad Hospital Public Company Limited,PNK,OTC Markets,S,Equity
^BUHGDPT,BBG CopHD GBPT,WCB,Chicago Board Options Exchange,I,Index
^BUHGDP,BBG CopHD GBP,WCB,Chicago Board Options Exchange,I,Index
^BUHGDF,BBGCopSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUHGDAT,BBG CopHD AUDT,WCB,Chicago Board Options Exchange,I,Index
^BUHGDE,BBG CopHD EUR,WCB,Chicago Board Options Exchange,I,Index
^BUHGDFT,BBGCopSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUHGDET,BBG CopHD EURT,WCB,Chicago Board Options Exchange,I,Index
^BUHGDA,BBG CopHD AUD,WCB,Chicago Board Options Exchange,I,Index
CAIBX,American Funds Capital Income Builder Class A,NAS,NASDAQ,M,Fund
CNR,"Cornerstone Building Brands, Inc.",NYQ,NYSE,S,Equity
FBM,"Foundation Building Materials, Inc.",NYS,NYSE,S,Equity
IBP,"Installed Building Products, Inc.",NYQ,NYSE,S,Equity
HBP,"Huttig Building Products, Inc.",NMS,NASDAQ,S,Equity
BUJA.MU,BMW US CAP 12/16 MTN,MUN,Munich,S,Equity
S4121.MC,"Bujaruelo Capital Sicav, S.A.",YHD,Industry,M,Fund
S0460.MC,"ACCIONES BUJARA DE INVERSIONES,",MCE,Madrid Stock Exchange CATS,M,Fund
BUJE.SG,BUJE.SG,STU,Stuttgart,S,Equity
BUJE.MU,BMW US CAP 12/15 MTN,MUN,Munich,S,Equity
BUJE.DU,BUJE.DU,DUS,Dusseldorf Stock Exchange,S,Equity
BUJE.BE,BUJE.BE,BER,Berlin,S,Equity
BUJA.SG,BUJA.SG,STU,Stuttgart,S,Equity
BUJA.DU,BUJA.DU,DUS,Dusseldorf Stock Exchange,S,Equity
0P00016PPP.F,"BUJARUELO CAPITAL SICAV, S.A.",YHD,Industry,M,Fund
BUKS,Butler National Corporation,PNK,OTC Markets,S,Equity
^BUKWDFT,BBGKSWSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUKCDE,BBGCoffeHD EUR,WCB,Chicago Board Options Exchange,I,Index
^BUKCDE3,BBGCfHD EUR F3,WCB,Chicago Board Options Exchange,I,Index
^BUKWDF,BBGKSWSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUKCDFT,BBGCofSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUKCDF,BBGCofSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUKCDE3T,BBGCfHD EURF3T,WCB,Chicago Board Options Exchange,I,Index
^BUKCDET,BBGCoffeHDEURT,WCB,Chicago Board Options Exchange,I,Index
TBNGY,PT Bukit Asam Tbk,PNK,OTC Markets,S,Equity
BUL,Pacer US Cash Cows Growth ETF,NMS,NASDAQ,E,ETF
TNA,Direxion Daily Small Cap Bull 3X Shares,NYQ,NYSE,E,ETF
TECL,Direxion Daily Technology Bull 3X Shares,NYQ,NYSE,E,ETF
PBMRY,PT Bumi Resources Tbk,PNK,OTC Markets,S,Equity
PBMRF,PT Bumi Resources Tbk,PNK,OTC Markets,S,Equity
BUMGX,CBOE Vest S&P 500 Buffer Strategy Fund Class Investor Shares,NAS,NASDAQ,M,Fund
BUMI.JK,PT Bumi Resources Tbk,YHD,Industry,S,Equity
5210.KL,Bumi Armada Berhad,KLS,Kuala Lumpur Stock Exchange,S,Equity
BH.BK,Bumrungrad Hospital Public Company Limited,SET,SET,S,Equity
SKBM.JK,PT Sekar Bumi Tbk,JKT,Jakarta,S,Equity
BGEPF,Bunge Limited,PNK,OTC Markets,S,Equity
BUNRX,"Bullfinch Fund, Inc. - Unrestricted Series",NAS,NASDAQ,M,Fund
^BUNGDET,BBG NG HD EURT,WCB,Chicago Board Options Exchange,I,Index
^SPEUBDTR,S&P Euro Bund Total Return Inde,SNP,SNP,I,Index
BHLL,Bunker Hill Mining Corp.,PNK,OTC Markets,S,Equity
^SPEUBDP,S&P Euro Bund Futures Excess Re,SNP,SNP,I,Index
BUNM,"Burned Media, Ltd.",PNK,OTC Markets,S,Equity
BUOU.SI,Frasers Logistics & Commercial Trust,YHD,Industry,S,Equity
BUOY.L,Lyxor $ Floating Rate Note UCITS ETF - D-USD,LSE,London,E,ETF
BUOB.F,Bang & Olufsen a/s,FRA,Frankfurt,S,Equity
BUOB.SG,BANG & OLUFSEN AS Navne-Aktier ,STU,Stuttgart,S,Equity
BUOB.MU,BANG+OLUFSEN NAM.  DK 10,MUN,Munich,S,Equity
BUOB.HM,BANG+OLUFSEN NAM.  DK 10,HAM,Hamburg,S,Equity
BUOB.BE,BANG+OLUFSEN NAM.  DK 10,BER,Berlin,S,Equity
^BUPLDFT,BBGPltSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUPRDFT,BBGPMtSICHFHdgDT,SNP,SNP,I,Index
^BUPRDPT,BBG PrMHD GBPT,WCB,Chicago Board Options Exchange,I,Index
^BUPRDE,BBG PrMHD EUR,WCB,Chicago Board Options Exchange,I,Index
^BUPLDF,BBGPltSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUPBDFT,BBGLeadSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUPLHET,BBG Plt Sub EU HBG TR,WCB,Chicago Board Options Exchange,I,Index
^BUPRDF,BBGPMtSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUPRHFT,BBG PM Sub CHF HBG TR,WCB,Chicago Board Options Exchange,I,Index
^BUPBHFT,BBG L Sub CHF HBG TR,WCB,Chicago Board Options Exchange,I,Index
BURBY,Burberry Group plc,PNK,OTC Markets,S,Equity
LBC,Luther Burbank Corporation,NMS,NASDAQ,S,Equity
BHRB,Burke & Herbert Bank & Trust Company,PNK,OTC Markets,S,Equity
GLBZ,Glen Burnie Bancorp,NMS,NASDAQ,S,Equity
BURCA,"Burnham Holdings, Inc.",PNK,OTC Markets,S,Equity
BUROF,Burcon NutraScience Corporation,PNK,OTC Markets,S,Equity
NEWT,Newtek Business Services Corp.,NGM,NASDAQ,S,Equity
BBSI,"Barrett Business Services, Inc.",NMS,NASDAQ,S,Equity
MRLN,Marlin Business Services Corp.,NGM,NASDAQ,S,Equity
BBU,Brookfield Business Partners L.P.,NYQ,NYSE,S,Equity
NTB,The Bank of N.T. Butterfield & Son Limited,NYQ,NYSE,S,Equity
BABFX,Bread & Butter Fund,NAS,NASDAQ,M,Fund
MBPFF,Mitchells & Butlers plc,PNK,OTC Markets,S,Equity
KAIBX,Karner Blue Animal Impact Fund Butterfly Class,NAS,NASDAQ,M,Fund
CB=F,"Cash-settled Butter Futures,Sepfuture",CME,Chicago Mercantile Exchange,F,Futures
CBX20.CME,"Cash-settled Butter Futures,Novfuture",CME,Chicago Mercantile Exchange,F,Futures
CBK20.CME,"Cash-settled Butter Futures,Mayfuture",CME,Chicago Mercantile Exchange,F,Futures
CBQ20.CME,"Cash-settled Butter Futures,Augfuture",CME,Chicago Mercantile Exchange,F,Futures
^BUUXALCT,Bloomberg ex-Agriculture & Live,WCB,Chicago Board Options Exchange,I,Index
^BUUXALC,Bloomberg ex-Agriculture & Live,WCB,Chicago Board Options Exchange,I,Index
BUUZ,"CalEthos, Inc.",PNK,OTC Markets,S,Equity
BUU.BE,DEVEX RES LTD,BER,Berlin,S,Equity
BUU.F,DEVEX RES LTD,FRA,Frankfurt,S,Equity
UW3.SG,AS Rigas kugu buvetava,STU,Stuttgart,S,Equity
UW3.MU,AS Rigas kugu buvetava,MUN,Munich,S,Equity
RKB1R.RG,AS Rigas kugu buvetava,RIS,RIS,S,Equity
BUVA.JK,PT Bukit Uluwatu Villa Tbk,JKT,Jakarta,S,Equity
^BUWHDE3,BBGWhHD EUR F3,WCB,Chicago Board Options Exchange,I,Index
^BUWHDE,BBG WhtHD EUR,WCB,Chicago Board Options Exchange,I,Index
^BUWHDA,BBG WhtHD AUD,WCB,Chicago Board Options Exchange,I,Index
^BUWHDAT,BBG WhtHD AUDT,WCB,Chicago Board Options Exchange,I,Index
^BUWHDE3T,BBGWhHD EURF3,WCB,Chicago Board Options Exchange,I,Index
^BUWHDFT,BBGWhtSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
^BUWHDET,BBG WhtHD EURT,WCB,Chicago Board Options Exchange,I,Index
^BUWHDF,BBGWhtSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUWHHET,BBG Wt Sub EU HBG TR,WCB,Chicago Board Options Exchange,I,Index
^BUWHHFT,BBG Wt Sub CHF HBG TR,WCB,Chicago Board Options Exchange,I,Index
^BUXALHET,BCOM X AG X LIV TR EUR,WCB,Chicago Board Options Exchange,I,Index
^BUXALHFT,BCOM X AG X LIV TR CHF,WCB,Chicago Board Options Exchange,I,Index
^BUXALDET,BBGComXALEHdgT,WCB,Chicago Board Options Exchange,I,Index
^BUXALDE,BBGComXALEHdg,WCB,Chicago Board Options Exchange,I,Index
^BUXALHF,Bloomberg Commodity ex-Agricult,WCB,Chicago Board Options Exchange,I,Index
BUX.CN,Biomark Diagnostics Inc,YHD,Industry,S,Equity
^NAVB.BD,BUXETFNAV,BUD,BUD,I,Index
HUBE.SG,Expat Hungary BUX UCITS ETF,STU,Stuttgart,M,Fund
^BUX.BD,Budapest Stock Index,BUD,BUD,I,Index
BUX.AX,Buxton Resources Limited,YHD,Industry,S,Equity
BUY,USCF SummerHaven SHPEI Index Fund,NYQ,NYSE,E,ETF
ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,NYQ,NYSE,S,Equity
ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,NYQ,NYSE,S,Equity
PKW,Invesco BuyBack Achievers ETF,NGM,NASDAQ,E,ETF
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,NYQ,NYSE,S,Equity
PBP,Invesco S&P 500 BuyWrite ETF,NYQ,NYSE,E,ETF
SPYB,SPDR S&P 500 Buyback ETF,NYQ,NYSE,E,ETF
FTHI,First Trust BuyWrite Income ETF,NGM,NASDAQ,E,ETF
NTN,"NTN Buzztime, Inc.",NYQ,NYSE,S,Equity
BZTG,"Buzz Technologies, Inc.",PNK,OTC Markets,S,Equity
^BUZSDFT,BBGZincSICHFHdgDT,WCB,Chicago Board Options Exchange,I,Index
BZZUY,Buzzi Unicem S.p.A.,PNK,OTC Markets,S,Equity
^BUZSDF,BBGZincSICHFHdgD,WCB,Chicago Board Options Exchange,I,Index
^BUZSHET,BBG Z Sub EU HBG TR,WCB,Chicago Board Options Exchange,I,Index
^BUZSHFT,BBG Z Sub CHF HBG TR,WCB,Chicago Board Options Exchange,I,Index
^BUZSDE,BBG ZincHD EUR,WCB,Chicago Board Options Exchange,I,Index
^BUZSDET,BBGZincHD EURT,WCB,Chicago Board Options Exchange,I,Index
BZZFF,Buzzi Unicem S.p.A.,PNK,OTC Markets,S,Equity
BU09Z.NX,BU09Z.NX,ENX,Euronext,S,Equity
BU09S.NX,BU09S.NX,ENX,Euronext,S,Equity
BU08Z.NX,BU08Z.NX,ENX,Euronext,S,Equity
BU08S.NX,BU08S.NX,ENX,Euronext,S,Equity
BU07Z.NX,BU07Z.NX,ENX,Euronext,S,Equity
